User ID,Username,File Name,Folder,Timestamp
768599039,dagimmengestu5,3.Lereski.mp3,መሰረተ ትምሕርት\መልክዐ ማርያም,2025-05-04 14:40:55
768599039,dagimmengestu5,4. ቅዱስ ቅዱስ - እሰግድ.jpg,መሰረተ ትምሕርት\የዘወትር ፀሎት\፬. ቅዱስ - እሰግድ,2025-05-04 14:41:03
768599039,dagimmengestu5,5.Belwo(Yerebu-Ezil).mp3,ቤተ ዜማ\፪. መስተጋብዕ\3. ዘረቡዕ,2025-05-04 14:41:46
768599039,dagimmengestu5,6.Egzio-kuneneke(Yerebue-Geez).mp3,ቤተ ዜማ\፪. መስተጋብዕ\3. ዘረቡዕ,2025-05-04 14:42:06
768599039,dagimmengestu5,15. መዝሙረ ዳዊት_ቃልየ.pdf,መሰረተ ትምሕርት\መዝሙረ ዳዊት\፲፭. መዝሙረ ዳዊት_141-150,2025-05-04 14:48:02
